journal,year,title,link
MRJ,2025,The Rank Length Effect,https://journals.sagepub.com/doi/abs/10.1177/00222437241268439
MRJ,2025,"The Closing-the-Gap Effect: Joint Evaluation Leads Donors to Help Charities Farther
                        from Their Goal",https://journals.sagepub.com/doi/abs/10.1177/00222437241270225
MRJ,2025,Referral Contagion: Downstream Benefits of Customer Referrals,https://journals.sagepub.com/doi/abs/10.1177/00222437241257886
MRJ,2025,Past Imperfect or Present Perfect? How Dynamic Ranks Influence Consumer Perceptions,https://journals.sagepub.com/doi/abs/10.1177/00222437241248660
MRJ,2025,Wait for Free: A Consumption-Decelerating Promotion for Serialized Digital Media,https://journals.sagepub.com/doi/abs/10.1177/00222437241270194
MRJ,2025,"How Insurance Prices Affect Consumers’ Purchase Decisions: Insurance Price as a Risk
                        Signal",https://journals.sagepub.com/doi/abs/10.1177/00222437241270217
MRJ,2025,"Zooming In on the Very Early Days: The Role of Trademark Applications in the Acquisition
                        of Venture Capital Seed Funding",https://journals.sagepub.com/doi/abs/10.1177/00222437241272192
JCR,2025,Improving Our Scientific Understanding of Consumer BehaviorGet access,/jcr/article/51/5/867/7965259
JCR,2025,More Options for Authors: Expanding the Paper Formats Considered atJCRGet access,/jcr/article/51/5/871/7965251
JCR,2025,Price Partitioning of Socio-Moral Surcharges,/jcr/article/51/5/873/7642488
JCR,2025,Identities without Products: When the Preference for Self-Linked Products Weakens,/jcr/article/51/5/896/7693074
JCR,2025,How Do Physical Disability Cues Influence Assumptions about Consumer Tastes? Unpacking the Disability Preference StereotypeGet access,/jcr/article/51/5/916/7676129
JCR,2025,Digital Therapy for Negative Consumption Experiences: The Impact of Emotional and Rational Reviews on Review WritersGet access,/jcr/article/51/5/937/7693693
JCR,2025,The Cumulative Effects of Marketized CareGet access,/jcr/article/51/5/959/7642487
JCR,2025,Using Cultural Repertoires during Unsettled Times,/jcr/article/51/5/982/7693692
JCR,2025,Are “10 Grams of Protein” Better than “Ten Grams of Protein”? How Digits versus Number Words Influence Consumer JudgmentsGet access,/jcr/article/51/5/1006/7680546
JCR,2025,Retail Karma: How Our Shopping Sins Influence Evaluation of Service FailuresGet access,/jcr/article/51/5/1027/7656368
JCR,2025,Becoming Nature: Classifying Encounters in Interspecies Contact ZonesGet access,/jcr/article/51/5/1047/7671103
JCR,2025,Correction to: Easy to Be Selfish: When and Why Is One Individual as Influential as Multiple Individuals,/jcr/article/51/5/1070/7687634
JCR,2025,A Word of Thanks,/jcr/article/51/6/1071/8075118
JCR,2025,Serving with a Smile on Airbnb: Analyzing the Economic Returns and Behavioral Underpinnings of the Host’s SmileGet access,/jcr/article/51/6/1073/7730578
JCR,2025,He Loves the One He Has Invested In: The Effects of Mating Cues on Men’s and Women’s Sunk Cost BiasGet access,/jcr/article/51/6/1098/7721948
JCR,2025,How Numerical Cognition Explains Ambiguity AversionGet access,/jcr/article/51/6/1120/7708404
JCR,2025,"Mixed Couples, Mixed Attitudes: How Interracial Couples in Marketing Appeals Influence Brand OutcomesGet access",/jcr/article/51/6/1144/7717354
JCR,2025,The Visual Complexity = Higher Production Cost Lay BeliefGet access,/jcr/article/51/6/1167/7713373
JCR,2025,How Do Consumers React to Ads That Meddle in Out-Party Primaries?Get access,/jcr/article/51/6/1186/7706246
JCR,2025,Why and How Consumers Perform Online Reviewing DifferentlyGet access,/jcr/article/51/6/1209/7706248
JCR,2025,Consumer Dirtwork: What Extraordinary Consumption Reveals about the Usefulness of Dirt,/jcr/article/51/6/1229/7716540
JCR,2025,Relational Gifting: Conceptual Frameworks and an Agenda for a New Generation of ResearchGet access,/jcr/article/51/6/1252/7708403
JCR,2025,GenAI and Consumer Research: Are We the Last Generation of Human Consumer Researchers?Get access,/jcr/article/52/1/1/8132293
JCR,2025,The GenAI Future of Consumer Research,/jcr/article/52/1/4/8132289
JCR,2025,Ideation with Generative AI—in Consumer Research and BeyondGet access,/jcr/article/52/1/18/8132290
JCR,2025,Collaborating with Generative AI in Consumer Culture ResearchGet access,/jcr/article/52/1/32/8132295
JCR,2025,When Is Digital Censorship Permissible? A Conversation Norms AccountGet access,/jcr/article/52/1/49/7747825
JCR,2025,Brand Teasing: How Brands Build Strong Relationships by Making Fun of Their Consumers,/jcr/article/52/1/70/7743243
JCR,2025,Quality–Quantity Tradeoffs in ConsumptionGet access,/jcr/article/52/1/93/7781686
JCR,2025,‘Woman-Owned Business’ Labels Enhance Perceived CompetenceGet access,/jcr/article/52/1/115/7730012
JCR,2025,"People Believe If 90% Prefer A over B, A Must Be Much Better than B. Are They Wrong?",/jcr/article/52/1/135/7756740
JCR,2025,Positive Contrast Scope Insensitivity,/jcr/article/52/1/157/7743241
JCR,2025,Diversity Representations in Advertising: Enhancing Variety Perceptions and Brand OutcomesGet access,/jcr/article/52/1/179/7775430
JCR,2025,Hitting the Target but Missing the Point: How Donors Use Cost InformationGet access,/jcr/article/52/1/205/7777168
JCR,2025,Moralizing Everyday Consumption: The Case of Self-CareGet access,/jcr/article/52/1/219/7759626
JCR,2025,Professor Page Moreau Appointed Special Guest EditorGet access,/jcr/article/52/2/243/8196252
JCR,2025,The Beneficent and Maleficent Effects of Simplification on Retirement Savings,/jcr/article/52/2/244/7932129
JCR,2025,How Low Socioeconomic Status Hinders Organ Donation: An Extended Self AccountGet access,/jcr/article/52/2/266/7824060
JCR,2025,Consumer Moral Decision Making: The Impact of Alignable Versus Nonalignable DifferencesGet access,/jcr/article/52/2/288/7852836
JCR,2025,Consumers Prefer Products That Work Using Directionally Consistent Causal Chains,/jcr/article/52/2/308/7885160
JCR,2025,When Diversity Backfires: The Asymmetric Role of Multicultural Diversity on Brand PerceptionGet access,/jcr/article/52/2/330/7985282
JCR,2025,Gendered Consumer Responsibilization: The Constitution of Menopausal Women as Responsible Feminine Consumer Subjects,/jcr/article/52/2/351/7772955
JCR,2025,Who Am I Here? Care Consumers’ Identity Processes and Family Caregiver Interventions in the Elderscape,/jcr/article/52/2/372/7715901
JCR,2025,The Discomfort of Things! Tidying-up and Decluttering in Consumers’ Homes,/jcr/article/52/2/393/7680547
JCR,2025,The Contrast Pressures on Consumer-Level Food Waste During a Pandemic: The Impact of Infection Salience Versus Lockdown SalienceGet access,/jcr/article/52/2/416/7826620
JCR,2025,What Do You Do Outside of Work? When and Why Disclosing Eudaimonic Leisure Activities Increases Competence Perceptions and Consumer ChoiceGet access,/jcr/article/52/3/439/7990915
JCR,2025,How the Materials of Objects Shape Consumption: An Affordance Theory Perspective,/jcr/article/52/3/459/7845260
JCR,2025,Seeking Structure in Collections: Desire for Control Motivates Engagement in CollectingGet access,/jcr/article/52/3/480/7924162
JCR,2025,In the Company of Strangers: Social Influence from Anonymous Peers in Online Game SettingsGet access,/jcr/article/52/3/502/7941816
JCR,2025,Collective Layoffs and Offshoring: A Social Contract Account,/jcr/article/52/3/526/7965900
JCR,2025,Consumption Solidarity: Healing Cultural Trauma Following Marketplace ViolenceGet access,/jcr/article/52/3/547/7998046
JCR,2025,Market Sensemaking for Consumers’ Collective Political AgencyGet access,/jcr/article/52/3/573/7928933
JCR,2025,Brand Corporateness: Measurement and Symbolic Meaning of an Unfavorable Brand AssociationGet access,/jcr/article/52/3/597/7907968
JCR,2025,Means-Goal Conflict and Novel Brand ChoiceGet access,/jcr/article/52/3/619/7924161
